data_class,model,layers,Rd,use_Rd,crack_image_ROC,crack_pixel_ROC,seed,cut_image_ROC,cut_pixel_ROC,hole_image_ROC,hole_pixel_ROC,print_image_ROC,print_pixel_ROC,bent_wire_image_ROC,bent_wire_pixel_ROC,cable_swap_image_ROC,cable_swap_pixel_ROC,combined_image_ROC,combined_pixel_ROC,cut_inner_insulation_image_ROC,cut_inner_insulation_pixel_ROC,cut_outer_insulation_image_ROC,cut_outer_insulation_pixel_ROC,missing_cable_image_ROC,missing_cable_pixel_ROC,missing_wire_image_ROC,missing_wire_pixel_ROC,poke_insulation_image_ROC,poke_insulation_pixel_ROC,color_image_ROC,color_pixel_ROC,metal_contamination_image_ROC,metal_contamination_pixel_ROC,thread_image_ROC,thread_pixel_ROC,broken_large_image_ROC,broken_large_pixel_ROC,broken_small_image_ROC,broken_small_pixel_ROC,contamination_image_ROC,contamination_pixel_ROC,faulty_imprint_image_ROC,faulty_imprint_pixel_ROC,poke_image_ROC,poke_pixel_ROC,scratch_image_ROC,scratch_pixel_ROC,squeeze_image_ROC,squeeze_pixel_ROC,bent_image_ROC,bent_pixel_ROC,broken_image_ROC,broken_pixel_ROC,glue_image_ROC,glue_pixel_ROC,fold_image_ROC,fold_pixel_ROC,flip_image_ROC,flip_pixel_ROC,pill_type_image_ROC,pill_type_pixel_ROC,manipulated_front_image_ROC,manipulated_front_pixel_ROC,scratch_head_image_ROC,scratch_head_pixel_ROC,scratch_neck_image_ROC,scratch_neck_pixel_ROC,thread_side_image_ROC,thread_side_pixel_ROC,thread_top_image_ROC,thread_top_pixel_ROC,glue_strip_image_ROC,glue_strip_pixel_ROC,gray_stroke_image_ROC,gray_stroke_pixel_ROC,oil_image_ROC,oil_pixel_ROC,rough_image_ROC,rough_pixel_ROC,defective_image_ROC,defective_pixel_ROC,bent_lead_image_ROC,bent_lead_pixel_ROC,cut_lead_image_ROC,cut_lead_pixel_ROC,damaged_case_image_ROC,damaged_case_pixel_ROC,misplaced_image_ROC,misplaced_pixel_ROC,broken_teeth_image_ROC,broken_teeth_pixel_ROC,fabric_border_image_ROC,fabric_border_pixel_ROC,fabric_interior_image_ROC,fabric_interior_pixel_ROC,split_teeth_image_ROC,split_teeth_pixel_ROC,squeezed_teeth_image_ROC,squeezed_teeth_pixel_ROC,liquid_image_ROC,liquid_pixel_ROC
bottle_broken_large,conformer_b_16_cnn,10_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9933333333333333,0.9483432545174838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_cnn,3_10,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9855415068870425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_cnn,3_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9958333333333332,0.9787066940610741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_cnn,3_7,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9882475380421999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_cnn,7_10,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9847142553761942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_cnn,7_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9808671817334936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_vit,3,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9894341484392507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_vit,7,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9889373774840174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_vit,10,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9875153919380498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_vit,11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9833514635403704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_vit,10_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9873118834087441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_vit,3_10,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9897975924615329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_vit,3_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9897975924969149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_vit,3_7,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9897975924457239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_vit,7_10,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9891168553750008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,conformer_b_16_vit,7_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9891168553697313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,swinv2_b,1,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9926358458131647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,swinv2_b,2,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9919255992672223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,swinv2_b,3,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9744705332888833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,swinv2_b,4,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.966131243881113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,swinv2_b,1_2,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9924386359460063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,swinv2_b,1_3,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.983470195634247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,swinv2_b,1_4,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.975328312733685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,swinv2_b,2_3,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9851061032609515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,swinv2_b,2_4,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9773881231253098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,swinv2_b,3_4,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9691507576608241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,vit_b_16,2,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9913775795806021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,vit_b_16,5,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9880196471087851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,vit_b_16,8,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9858210785044097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,vit_b_16,11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9842422434869484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,vit_b_16,2_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9915236882801608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,vit_b_16,2_5,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9915236883449022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,vit_b_16,2_8,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.991523688404374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,vit_b_16,5_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9886072165086648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,vit_b_16,5_8,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9886072166358891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,vit_b_16,8_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9859342396825134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,wide_resnet50_2,1,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9903741841953139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,wide_resnet50_2,2,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9917155430026888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,wide_resnet50_2,3,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.985585638794736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,wide_resnet50_2,4,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9430822664999124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,wide_resnet50_2,1_2,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.991592548229146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,wide_resnet50_2,1_3,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9885217414386736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,wide_resnet50_2,1_4,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9456121017428231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,wide_resnet50_2,2_3,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.989803168924743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,wide_resnet50_2,2_4,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.946748563305165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_large,wide_resnet50_2,3_4,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9476015782993721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,clip_b_16,2,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9976007416815067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,clip_b_16,5,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9964574565315272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,clip_b_16,8,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9960586876150036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,clip_b_16,11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9952330179573763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,clip_b_16,2_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9976665556284049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,clip_b_16,2_5,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.997666555580794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,clip_b_16,2_8,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9976665556641131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,clip_b_16,5_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9964817494773536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,clip_b_16,5_8,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9964817496178057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,clip_b_16,8_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9963032742287945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_cnn,3,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9971910709429358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_cnn,7,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9958789652219563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_cnn,10,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975,0.9887651444464155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_cnn,11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9007575757575759,0.9484463423932444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_cnn,10_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9704545454545453,0.9799146170856794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_cnn,3_10,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977272727272727,0.9961591780586234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_cnn,3_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9924242424242425,0.9944868242647112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_cnn,3_7,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9965963467274808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_cnn,7_10,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977272727272727,0.9953947260673353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_cnn,7_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9992424242424244,0.9947264591656918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_vit,3,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.996247173113825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_vit,7,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9966213632023168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_vit,10,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9962149976811149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_vit,11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9952377523405774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle_broken_small,conformer_b_16_vit,10_11,550,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9963787698177016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
